idbase,ponderador,variable,value,sort_value
1826.0,1.1847591449646682,edad_tramo,35-44 años,
2349.0,0.6820013645392717,edad_tramo,45-54 años,
16.0,0.9408026489069816,edad_tramo,18-24 años,
513.0,1.217562046721443,edad_tramo,25-34 años,
688.0,1.1847591449646682,edad_tramo,35-44 años,
1370.0,1.1847591449646682,edad_tramo,35-44 años,
1923.0,1.1246458483171398,edad_tramo,55 y + años,
1006.0,0.9357676922988912,edad_tramo,35-44 años,
558.0,1.1847591449646682,edad_tramo,35-44 años,
582.0,0.9357676922988912,edad_tramo,35-44 años,
1463.0,0.9556396933504712,edad_tramo,45-54 años,
1761.0,1.1847591449646682,edad_tramo,35-44 años,
1806.0,0.8455146423265579,edad_tramo,35-44 años,
1912.0,0.9556396933504712,edad_tramo,45-54 años,
1917.0,1.2099187387061097,edad_tramo,45-54 años,
2116.0,1.1847591449646682,edad_tramo,35-44 años,
2147.0,0.9556396933504712,edad_tramo,45-54 años,
282.0,1.217562046721443,edad_tramo,25-34 años,
1067.0,0.9616766678135392,edad_tramo,25-34 años,
1353.0,0.9357676922988912,edad_tramo,35-44 años,
1421.0,1.2099187387061097,edad_tramo,45-54 años,
1538.0,1.6690505525687327,edad_tramo,18-24 años,
1560.0,1.217562046721443,edad_tramo,25-34 años,
1619.0,1.217562046721443,edad_tramo,25-34 años,
1631.0,1.217562046721443,edad_tramo,25-34 años,
39.0,1.191133815660212,edad_tramo,18-24 años,
47.0,1.3182794077137172,edad_tramo,18-24 años,
567.0,0.6678195218138128,edad_tramo,35-44 años,
1628.0,0.8689247454382582,edad_tramo,25-34 años,
1676.0,1.217562046721443,edad_tramo,25-34 años,
279.0,1.217562046721443,edad_tramo,25-34 años,
637.0,0.6678195218138128,edad_tramo,35-44 años,
1027.0,1.191133815660212,edad_tramo,18-24 años,
1190.0,0.8689247454382582,edad_tramo,25-34 años,
1445.0,0.8634700259113033,edad_tramo,45-54 años,
1773.0,1.1847591449646682,edad_tramo,35-44 años,
2098.0,0.9357676922988912,edad_tramo,35-44 años,
1433.0,0.9556396933504712,edad_tramo,45-54 años,
1834.0,0.9357676922988912,edad_tramo,35-44 años,
1490.0,1.0161758522009203,edad_tramo,55 y + años,
1820.0,0.6678195218138128,edad_tramo,35-44 años,
1900.0,1.2099187387061097,edad_tramo,45-54 años,
1850.0,1.1847591449646682,edad_tramo,35-44 años,
1481.0,1.423894482151761,edad_tramo,55 y + años,
1916.0,0.8634700259113033,edad_tramo,45-54 años,
1919.0,1.2099187387061097,edad_tramo,45-54 años,
1921.0,0.9556396933504712,edad_tramo,45-54 años,
1934.0,1.423894482151761,edad_tramo,55 y + años,
1910.0,1.2099187387061097,edad_tramo,45-54 años,
2345.0,0.9357676922988912,edad_tramo,35-44 años,
1165.0,1.217562046721443,edad_tramo,25-34 años,
1894.0,1.2099187387061097,edad_tramo,45-54 años,
2150.0,0.9556396933504712,edad_tramo,45-54 años,
2246.0,0.9519198893262194,edad_tramo,35-44 años,
420.0,1.217562046721443,edad_tramo,25-34 años,
1414.0,0.6820013645392717,edad_tramo,45-54 años,
1640.0,0.9616766678135392,edad_tramo,25-34 años,
1880.0,0.8634700259113033,edad_tramo,45-54 años,
1890.0,0.8634700259113033,edad_tramo,45-54 años,
2214.0,0.8689247454382582,edad_tramo,25-34 años,
439.0,1.217562046721443,edad_tramo,25-34 años,
1302.0,0.6678195218138128,edad_tramo,35-44 años,
1650.0,0.8689247454382582,edad_tramo,25-34 años,
1677.0,0.8689247454382582,edad_tramo,25-34 años,
2292.0,1.217562046721443,edad_tramo,25-34 años,
1800.0,0.9357676922988912,edad_tramo,35-44 años,
1646.0,1.217562046721443,edad_tramo,25-34 años,
1839.0,1.1847591449646682,edad_tramo,35-44 años,
17.0,0.9408026489069816,edad_tramo,18-24 años,
343.0,0.8689247454382582,edad_tramo,25-34 años,
1298.0,0.9357676922988912,edad_tramo,35-44 años,
1550.0,1.217562046721443,edad_tramo,25-34 años,
1672.0,0.8689247454382582,edad_tramo,25-34 años,
1722.0,0.8689247454382582,edad_tramo,25-34 años,
1845.0,0.8455146423265579,edad_tramo,35-44 años,
66.0,1.191133815660212,edad_tramo,18-24 años,
465.0,0.9616766678135392,edad_tramo,25-34 años,
1086.0,1.217562046721443,edad_tramo,25-34 años,
1209.0,1.217562046721443,edad_tramo,25-34 años,
1689.0,1.217562046721443,edad_tramo,25-34 años,
1771.0,1.1847591449646682,edad_tramo,35-44 años,
1803.0,1.1847591449646682,edad_tramo,35-44 años,
260.0,1.217562046721443,edad_tramo,25-34 años,
1121.0,1.217562046721443,edad_tramo,25-34 años,
1542.0,1.6690505525687327,edad_tramo,18-24 años,
1717.0,1.217562046721443,edad_tramo,25-34 años,
15.0,1.3182794077137172,edad_tramo,18-24 años,
23.0,1.191133815660212,edad_tramo,18-24 años,
30.0,0.9408026489069816,edad_tramo,18-24 años,
1017.0,0.9408026489069816,edad_tramo,18-24 años,
1019.0,1.6690505525687327,edad_tramo,18-24 años,
1509.0,1.6690505525687327,edad_tramo,18-24 años,
1516.0,1.6690505525687327,edad_tramo,18-24 años,
1520.0,1.6690505525687327,edad_tramo,18-24 años,
1535.0,1.6690505525687327,edad_tramo,18-24 años,
1591.0,1.217562046721443,edad_tramo,25-34 años,
2011.0,0.8689247454382582,edad_tramo,25-34 años,
2036.0,1.217562046721443,edad_tramo,25-34 años,
1419.0,0.9556396933504712,edad_tramo,45-54 años,
1470.0,1.1246458483171398,edad_tramo,55 y + años,
1868.0,0.8634700259113033,edad_tramo,45-54 años,
2170.0,0.8455146423265579,edad_tramo,35-44 años,
902.0,0.8634700259113033,edad_tramo,45-54 años,
1667.0,0.6863097088348782,edad_tramo,25-34 años,
1780.0,0.9357676922988912,edad_tramo,35-44 años,
1860.0,0.8634700259113033,edad_tramo,45-54 años,
723.0,0.8455146423265579,edad_tramo,35-44 años,
1106.0,1.217562046721443,edad_tramo,25-34 años,
1339.0,1.1847591449646682,edad_tramo,35-44 años,
1438.0,1.2099187387061097,edad_tramo,45-54 años,
1862.0,0.6820013645392717,edad_tramo,45-54 años,
724.0,0.6678195218138128,edad_tramo,35-44 años,
1311.0,0.8455146423265579,edad_tramo,35-44 años,
1316.0,1.1847591449646682,edad_tramo,35-44 años,
1324.0,0.8455146423265579,edad_tramo,35-44 años,
1333.0,1.1847591449646682,edad_tramo,35-44 años,
1377.0,0.8455146423265579,edad_tramo,35-44 años,
1394.0,0.8634700259113033,edad_tramo,45-54 años,
1439.0,0.6820013645392717,edad_tramo,45-54 años,
1940.0,1.0161758522009203,edad_tramo,55 y + años,
2008.0,0.8689247454382582,edad_tramo,25-34 años,
2092.0,1.1847591449646682,edad_tramo,35-44 años,
2321.0,0.8634700259113033,edad_tramo,45-54 años,
384.0,0.6863097088348782,edad_tramo,25-34 años,
464.0,0.6863097088348782,edad_tramo,25-34 años,
1408.0,0.8634700259113033,edad_tramo,45-54 años,
1797.0,1.1847591449646682,edad_tramo,35-44 años,
1871.0,0.8634700259113033,edad_tramo,45-54 años,
2205.0,0.9616766678135392,edad_tramo,25-34 años,
908.0,0.9556396933504712,edad_tramo,45-54 años,
1416.0,0.6820013645392717,edad_tramo,45-54 años,
1926.0,0.8026142159149764,edad_tramo,55 y + años,
894.0,0.9556396933504712,edad_tramo,45-54 años,
1754.0,1.1847591449646682,edad_tramo,35-44 años,
2327.0,1.1246458483171398,edad_tramo,55 y + años,
161.0,0.8689247454382582,edad_tramo,25-34 años,
351.0,1.217562046721443,edad_tramo,25-34 años,
1126.0,0.9616766678135392,edad_tramo,25-34 años,
1234.0,1.217562046721443,edad_tramo,25-34 años,
1309.0,1.1847591449646682,edad_tramo,35-44 años,
2086.0,0.9357676922988912,edad_tramo,35-44 años,
456.0,0.8689247454382582,edad_tramo,25-34 años,
824.0,0.8634700259113033,edad_tramo,45-54 años,
874.0,0.8634700259113033,edad_tramo,45-54 años,
1343.0,0.9357676922988912,edad_tramo,35-44 años,
1660.0,0.8689247454382582,edad_tramo,25-34 años,
1809.0,1.1847591449646682,edad_tramo,35-44 años,
1968.0,1.6690505525687327,edad_tramo,18-24 años,
2253.0,0.8455146423265579,edad_tramo,35-44 años,
526.0,1.217562046721443,edad_tramo,25-34 años,
677.0,0.6678195218138128,edad_tramo,35-44 años,
716.0,0.6678195218138128,edad_tramo,35-44 años,
1182.0,0.9616766678135392,edad_tramo,25-34 años,
1444.0,0.8634700259113033,edad_tramo,45-54 años,
1744.0,0.6678195218138128,edad_tramo,35-44 años,
1835.0,0.6678195218138128,edad_tramo,35-44 años,
2099.0,1.1847591449646682,edad_tramo,35-44 años,
2156.0,0.8634700259113033,edad_tramo,45-54 años,
710.0,1.1847591449646682,edad_tramo,35-44 años,
1920.0,0.8634700259113033,edad_tramo,45-54 años,
1047.0,1.191133815660212,edad_tramo,18-24 años,
1387.0,1.1847591449646682,edad_tramo,35-44 años,
1396.0,1.2099187387061097,edad_tramo,45-54 años,
1412.0,0.9556396933504712,edad_tramo,45-54 años,
1777.0,0.9357676922988912,edad_tramo,35-44 años,
136.0,0.9616766678135392,edad_tramo,25-34 años,
309.0,1.217562046721443,edad_tramo,25-34 años,
443.0,1.217562046721443,edad_tramo,25-34 años,
507.0,1.217562046721443,edad_tramo,25-34 años,
1379.0,0.9519198893262194,edad_tramo,35-44 años,
2079.0,0.9357676922988912,edad_tramo,35-44 años,
2131.0,1.2099187387061097,edad_tramo,45-54 años,
294.0,1.217562046721443,edad_tramo,25-34 años,
348.0,1.217562046721443,edad_tramo,25-34 años,
595.0,0.9357676922988912,edad_tramo,35-44 años,
601.0,0.8455146423265579,edad_tramo,35-44 años,
1215.0,0.9616766678135392,edad_tramo,25-34 años,
2041.0,1.217562046721443,edad_tramo,25-34 años,
2284.0,1.217562046721443,edad_tramo,25-34 años,
272.0,0.8689247454382582,edad_tramo,25-34 años,
520.0,0.9616766678135392,edad_tramo,25-34 años,
1093.0,0.8689247454382582,edad_tramo,25-34 años,
1109.0,1.217562046721443,edad_tramo,25-34 años,
1144.0,1.217562046721443,edad_tramo,25-34 años,
1238.0,0.8689247454382582,edad_tramo,25-34 años,
1487.0,1.1246458483171398,edad_tramo,55 y + años,
1556.0,1.217562046721443,edad_tramo,25-34 años,
1599.0,0.8689247454382582,edad_tramo,25-34 años,
1989.0,0.6863097088348782,edad_tramo,25-34 años,
663.0,0.8455146423265579,edad_tramo,35-44 años,
247.0,0.8689247454382582,edad_tramo,25-34 años,
450.0,0.6863097088348782,edad_tramo,25-34 años,
1623.0,0.8689247454382582,edad_tramo,25-34 años,
1764.0,0.6678195218138128,edad_tramo,35-44 años,
1885.0,0.8634700259113033,edad_tramo,45-54 años,
2180.0,1.6690505525687327,edad_tramo,18-24 años,
44.0,1.191133815660212,edad_tramo,18-24 años,
1168.0,1.217562046721443,edad_tramo,25-34 años,
774.0,1.1847591449646682,edad_tramo,35-44 años,
867.0,0.6820013645392717,edad_tramo,45-54 años,
565.0,1.1847591449646682,edad_tramo,35-44 años,
854.0,0.9556396933504712,edad_tramo,45-54 años,
782.0,0.8455146423265579,edad_tramo,35-44 años,
870.0,0.8634700259113033,edad_tramo,45-54 años,
871.0,0.8634700259113033,edad_tramo,45-54 años,
1428.0,0.8634700259113033,edad_tramo,45-54 años,
2247.0,0.8455146423265579,edad_tramo,35-44 años,
868.0,0.8634700259113033,edad_tramo,45-54 años,
1354.0,1.1847591449646682,edad_tramo,35-44 años,
466.0,0.8689247454382582,edad_tramo,25-34 años,
861.0,1.2099187387061097,edad_tramo,45-54 años,
936.0,0.6820013645392717,edad_tramo,45-54 años,
1205.0,0.9616766678135392,edad_tramo,25-34 años,
1724.0,0.8689247454382582,edad_tramo,25-34 años,
1804.0,0.8455146423265579,edad_tramo,35-44 años,
641.0,0.8455146423265579,edad_tramo,35-44 años,
1157.0,0.8689247454382582,edad_tramo,25-34 años,
506.0,1.217562046721443,edad_tramo,25-34 años,
2016.0,0.8689247454382582,edad_tramo,25-34 años,
579.0,0.9357676922988912,edad_tramo,35-44 años,
791.0,1.1847591449646682,edad_tramo,35-44 años,
1011.0,1.423894482151761,edad_tramo,55 y + años,
1326.0,0.6678195218138128,edad_tramo,35-44 años,
2111.0,0.8455146423265579,edad_tramo,35-44 años,
202.0,0.8689247454382582,edad_tramo,25-34 años,
416.0,0.6863097088348782,edad_tramo,25-34 años,
441.0,0.6863097088348782,edad_tramo,25-34 años,
878.0,0.8634700259113033,edad_tramo,45-54 años,
1097.0,0.9616766678135392,edad_tramo,25-34 años,
109.0,1.6690505525687327,edad_tramo,18-24 años,
694.0,0.9357676922988912,edad_tramo,35-44 años,
697.0,0.9357676922988912,edad_tramo,35-44 años,
853.0,0.9556396933504712,edad_tramo,45-54 años,
858.0,0.6937733251483009,edad_tramo,45-54 años,
928.0,0.9556396933504712,edad_tramo,45-54 años,
969.0,1.423894482151761,edad_tramo,55 y + años,
1384.0,1.1847591449646682,edad_tramo,35-44 años,
1187.0,1.217562046721443,edad_tramo,25-34 años,
1759.0,1.1847591449646682,edad_tramo,35-44 años,
1789.0,0.8455146423265579,edad_tramo,35-44 años,
859.0,1.2099187387061097,edad_tramo,45-54 años,
1459.0,0.8634700259113033,edad_tramo,45-54 años,
799.0,0.9357676922988912,edad_tramo,35-44 años,
899.0,1.2099187387061097,edad_tramo,45-54 años,
1406.0,0.9556396933504712,edad_tramo,45-54 años,
1461.0,0.8634700259113033,edad_tramo,45-54 años,
1173.0,0.8689247454382582,edad_tramo,25-34 años,
1796.0,0.6678195218138128,edad_tramo,35-44 años,
646.0,0.6678195218138128,edad_tramo,35-44 años,
699.0,0.6678195218138128,edad_tramo,35-44 años,
825.0,0.8634700259113033,edad_tramo,45-54 años,
667.0,1.1847591449646682,edad_tramo,35-44 años,
728.0,0.6678195218138128,edad_tramo,35-44 años,
730.0,1.1847591449646682,edad_tramo,35-44 años,
731.0,0.8455146423265579,edad_tramo,35-44 años,
781.0,0.8455146423265579,edad_tramo,35-44 años,
783.0,1.1847591449646682,edad_tramo,35-44 años,
931.0,1.2099187387061097,edad_tramo,45-54 años,
1484.0,1.423894482151761,edad_tramo,55 y + años,
1925.0,1.423894482151761,edad_tramo,55 y + años,
366.0,0.9616766678135392,edad_tramo,25-34 años,
451.0,0.8689247454382582,edad_tramo,25-34 años,
664.0,0.9357676922988912,edad_tramo,35-44 años,
264.0,0.9616766678135392,edad_tramo,25-34 años,
477.0,1.217562046721443,edad_tramo,25-34 años,
961.0,1.0161758522009203,edad_tramo,55 y + años,
1156.0,0.9616766678135392,edad_tramo,25-34 años,
534.0,0.9616766678135392,edad_tramo,25-34 años,
1489.0,1.423894482151761,edad_tramo,55 y + años,
1955.0,0.6863097088348782,edad_tramo,25-34 años,
813.0,1.1847591449646682,edad_tramo,35-44 años,
957.0,1.2099187387061097,edad_tramo,45-54 años,
967.0,1.1246458483171398,edad_tramo,55 y + años,
1392.0,1.1847591449646682,edad_tramo,35-44 años,
1937.0,1.423894482151761,edad_tramo,55 y + años,
1250.0,0.6678195218138128,edad_tramo,35-44 años,
1953.0,1.2099187387061097,edad_tramo,45-54 años,
333.0,0.8689247454382582,edad_tramo,25-34 años,
587.0,0.8455146423265579,edad_tramo,35-44 años,
746.0,0.8455146423265579,edad_tramo,35-44 años,
950.0,0.8634700259113033,edad_tramo,45-54 años,
1289.0,1.1847591449646682,edad_tramo,35-44 años,
442.0,0.6863097088348782,edad_tramo,25-34 años,
628.0,0.8455146423265579,edad_tramo,35-44 años,
472.0,1.217562046721443,edad_tramo,25-34 años,
763.0,0.8455146423265579,edad_tramo,35-44 años,
837.0,1.2099187387061097,edad_tramo,45-54 años,
962.0,1.1246458483171398,edad_tramo,55 y + años,
398.0,1.217562046721443,edad_tramo,25-34 años,
240.0,0.6863097088348782,edad_tramo,25-34 años,
461.0,0.8689247454382582,edad_tramo,25-34 años,
704.0,0.8455146423265579,edad_tramo,35-44 años,
751.0,0.6678195218138128,edad_tramo,35-44 años,
954.0,0.6820013645392717,edad_tramo,45-54 años,
1498.0,1.1847591449646682,edad_tramo,35-44 años,
470.0,1.217562046721443,edad_tramo,25-34 años,
112.0,1.6690505525687327,edad_tramo,18-24 años,
374.0,0.8689247454382582,edad_tramo,25-34 años,
1479.0,1.0161758522009203,edad_tramo,55 y + años,
98.0,0.9408026489069816,edad_tramo,18-24 años,
915.0,0.8634700259113033,edad_tramo,45-54 años,
1183.0,0.6863097088348782,edad_tramo,25-34 años,
1513.0,1.3182794077137172,edad_tramo,18-24 años,
55.0,1.3182794077137172,edad_tramo,18-24 años,
58.0,1.3182794077137172,edad_tramo,18-24 años,
108.0,1.191133815660212,edad_tramo,18-24 años,
1243.0,1.1847591449646682,edad_tramo,35-44 años,
562.0,0.6678195218138128,edad_tramo,35-44 años,
615.0,1.1847591449646682,edad_tramo,35-44 años,
627.0,1.1847591449646682,edad_tramo,35-44 años,
647.0,0.8455146423265579,edad_tramo,35-44 años,
726.0,0.9357676922988912,edad_tramo,35-44 años,
755.0,1.1847591449646682,edad_tramo,35-44 años,
784.0,0.6678195218138128,edad_tramo,35-44 años,
788.0,0.6678195218138128,edad_tramo,35-44 años,
810.0,0.8455146423265579,edad_tramo,35-44 años,
835.0,0.9556396933504712,edad_tramo,45-54 años,
856.0,0.6820013645392717,edad_tramo,45-54 años,
857.0,0.8634700259113033,edad_tramo,45-54 años,
872.0,0.8634700259113033,edad_tramo,45-54 años,
1423.0,0.6820013645392717,edad_tramo,45-54 años,
1431.0,0.6820013645392717,edad_tramo,45-54 años,
1446.0,1.2099187387061097,edad_tramo,45-54 años,
2094.0,0.9357676922988912,edad_tramo,35-44 años,
564.0,0.9357676922988912,edad_tramo,35-44 años,
346.0,1.217562046721443,edad_tramo,25-34 años,
422.0,0.8689247454382582,edad_tramo,25-34 años,
462.0,0.6863097088348782,edad_tramo,25-34 años,
489.0,1.217562046721443,edad_tramo,25-34 años,
540.0,1.217562046721443,edad_tramo,25-34 años,
553.0,1.1847591449646682,edad_tramo,35-44 años,
630.0,0.8455146423265579,edad_tramo,35-44 años,
741.0,1.1847591449646682,edad_tramo,35-44 años,
743.0,1.1847591449646682,edad_tramo,35-44 años,
778.0,0.8455146423265579,edad_tramo,35-44 años,
971.0,1.1246458483171398,edad_tramo,55 y + años,
1222.0,0.9616766678135392,edad_tramo,25-34 años,
1236.0,0.8689247454382582,edad_tramo,25-34 años,
1411.0,0.6820013645392717,edad_tramo,45-54 años,
1436.0,0.8634700259113033,edad_tramo,45-54 años,
1851.0,1.1847591449646682,edad_tramo,35-44 años,
2339.0,0.9357676922988912,edad_tramo,35-44 años,
10.0,0.6863097088348782,edad_tramo,25-34 años,
43.0,0.9408026489069816,edad_tramo,18-24 años,
92.0,1.6690505525687327,edad_tramo,18-24 años,
103.0,1.3182794077137172,edad_tramo,18-24 años,
239.0,1.217562046721443,edad_tramo,25-34 años,
340.0,0.8689247454382582,edad_tramo,25-34 años,
392.0,0.9616766678135392,edad_tramo,25-34 años,
447.0,0.6863097088348782,edad_tramo,25-34 años,
545.0,1.1847591449646682,edad_tramo,35-44 años,
570.0,1.1847591449646682,edad_tramo,35-44 años,
580.0,1.1847591449646682,edad_tramo,35-44 años,
592.0,0.8455146423265579,edad_tramo,35-44 años,
606.0,0.8455146423265579,edad_tramo,35-44 años,
659.0,1.1847591449646682,edad_tramo,35-44 años,
747.0,0.6678195218138128,edad_tramo,35-44 años,
771.0,1.1847591449646682,edad_tramo,35-44 años,
826.0,0.8634700259113033,edad_tramo,45-54 años,
830.0,1.2099187387061097,edad_tramo,45-54 años,
833.0,0.6820013645392717,edad_tramo,45-54 años,
860.0,1.2099187387061097,edad_tramo,45-54 años,
877.0,0.8634700259113033,edad_tramo,45-54 años,
901.0,0.8634700259113033,edad_tramo,45-54 años,
905.0,0.6820013645392717,edad_tramo,45-54 años,
944.0,0.8634700259113033,edad_tramo,45-54 años,
945.0,1.2099187387061097,edad_tramo,45-54 años,
982.0,1.0161758522009203,edad_tramo,55 y + años,
993.0,0.8455146423265579,edad_tramo,35-44 años,
1204.0,0.8689247454382582,edad_tramo,25-34 años,
1208.0,1.217562046721443,edad_tramo,25-34 años,
1228.0,0.9616766678135392,edad_tramo,25-34 años,
1360.0,1.1847591449646682,edad_tramo,35-44 años,
1969.0,1.191133815660212,edad_tramo,18-24 años,
18.0,1.191133815660212,edad_tramo,18-24 años,
46.0,1.191133815660212,edad_tramo,18-24 años,
52.0,1.6690505525687327,edad_tramo,18-24 años,
90.0,1.191133815660212,edad_tramo,18-24 años,
150.0,1.217562046721443,edad_tramo,25-34 años,
166.0,0.9616766678135392,edad_tramo,25-34 años,
170.0,0.8689247454382582,edad_tramo,25-34 años,
185.0,0.8689247454382582,edad_tramo,25-34 años,
274.0,0.6863097088348782,edad_tramo,25-34 años,
277.0,0.8689247454382582,edad_tramo,25-34 años,
286.0,0.8689247454382582,edad_tramo,25-34 años,
308.0,0.8689247454382582,edad_tramo,25-34 años,
385.0,0.8689247454382582,edad_tramo,25-34 años,
410.0,1.217562046721443,edad_tramo,25-34 años,
431.0,0.8689247454382582,edad_tramo,25-34 años,
475.0,0.8689247454382582,edad_tramo,25-34 años,
484.0,0.6863097088348782,edad_tramo,25-34 años,
493.0,0.6981560353645274,edad_tramo,25-34 años,
494.0,0.8689247454382582,edad_tramo,25-34 años,
497.0,0.8689247454382582,edad_tramo,25-34 años,
591.0,0.8455146423265579,edad_tramo,35-44 años,
660.0,0.8455146423265579,edad_tramo,35-44 años,
680.0,0.6678195218138128,edad_tramo,35-44 años,
686.0,0.8455146423265579,edad_tramo,35-44 años,
757.0,0.8455146423265579,edad_tramo,35-44 años,
802.0,0.6678195218138128,edad_tramo,35-44 años,
814.0,0.8455146423265579,edad_tramo,35-44 años,
839.0,0.6820013645392717,edad_tramo,45-54 años,
900.0,0.8634700259113033,edad_tramo,45-54 años,
935.0,0.6820013645392717,edad_tramo,45-54 años,
1022.0,1.191133815660212,edad_tramo,18-24 años,
1060.0,0.8689247454382582,edad_tramo,25-34 años,
1102.0,0.8689247454382582,edad_tramo,25-34 años,
1169.0,1.217562046721443,edad_tramo,25-34 años,
1170.0,1.217562046721443,edad_tramo,25-34 años,
1249.0,0.8455146423265579,edad_tramo,35-44 años,
1708.0,0.8689247454382582,edad_tramo,25-34 años,
1782.0,0.6678195218138128,edad_tramo,35-44 años,
1928.0,1.423894482151761,edad_tramo,55 y + años,
2070.0,0.8689247454382582,edad_tramo,25-34 años,
28.0,1.191133815660212,edad_tramo,18-24 años,
54.0,1.191133815660212,edad_tramo,18-24 años,
82.0,0.9408026489069816,edad_tramo,18-24 años,
93.0,0.9408026489069816,edad_tramo,18-24 años,
128.0,0.9408026489069816,edad_tramo,18-24 años,
151.0,0.8689247454382582,edad_tramo,25-34 años,
155.0,0.8689247454382582,edad_tramo,25-34 años,
180.0,1.217562046721443,edad_tramo,25-34 años,
205.0,0.8689247454382582,edad_tramo,25-34 años,
222.0,0.8689247454382582,edad_tramo,25-34 años,
251.0,0.8689247454382582,edad_tramo,25-34 años,
253.0,0.8689247454382582,edad_tramo,25-34 años,
254.0,0.8689247454382582,edad_tramo,25-34 años,
312.0,0.8689247454382582,edad_tramo,25-34 años,
354.0,1.217562046721443,edad_tramo,25-34 años,
397.0,0.8689247454382582,edad_tramo,25-34 años,
399.0,0.8689247454382582,edad_tramo,25-34 años,
468.0,0.6863097088348782,edad_tramo,25-34 años,
504.0,0.8689247454382582,edad_tramo,25-34 años,
572.0,0.8455146423265579,edad_tramo,35-44 años,
585.0,1.1847591449646682,edad_tramo,35-44 años,
648.0,0.8455146423265579,edad_tramo,35-44 años,
737.0,0.8455146423265579,edad_tramo,35-44 años,
815.0,1.1847591449646682,edad_tramo,35-44 años,
841.0,0.6820013645392717,edad_tramo,45-54 años,
885.0,0.8634700259113033,edad_tramo,45-54 años,
896.0,0.8634700259113033,edad_tramo,45-54 años,
897.0,1.2099187387061097,edad_tramo,45-54 años,
960.0,1.0161758522009203,edad_tramo,55 y + años,
1038.0,1.6690505525687327,edad_tramo,18-24 años,
1042.0,1.191133815660212,edad_tramo,18-24 años,
1054.0,0.9408026489069816,edad_tramo,18-24 años,
1076.0,0.6863097088348782,edad_tramo,25-34 años,
1153.0,1.217562046721443,edad_tramo,25-34 años,
1186.0,1.217562046721443,edad_tramo,25-34 años,
1267.0,0.8455146423265579,edad_tramo,35-44 años,
1624.0,0.8689247454382582,edad_tramo,25-34 años,
1656.0,0.6863097088348782,edad_tramo,25-34 años,
848.0,0.9556396933504712,edad_tramo,45-54 años,
1336.0,0.8455146423265579,edad_tramo,35-44 años,
603.0,1.1847591449646682,edad_tramo,35-44 años,
676.0,0.9357676922988912,edad_tramo,35-44 años,
903.0,0.6820013645392717,edad_tramo,45-54 años,
2089.0,0.6678195218138128,edad_tramo,35-44 años,
1104.0,1.217562046721443,edad_tramo,25-34 años,
292.0,0.8689247454382582,edad_tramo,25-34 años,
768.0,0.8455146423265579,edad_tramo,35-44 años,
970.0,1.0161758522009203,edad_tramo,55 y + años,
1830.0,0.9357676922988912,edad_tramo,35-44 años,
390.0,0.8689247454382582,edad_tramo,25-34 años,
593.0,0.8455146423265579,edad_tramo,35-44 años,
1327.0,1.1847591449646682,edad_tramo,35-44 años,
1418.0,0.9556396933504712,edad_tramo,45-54 años,
522.0,0.8689247454382582,edad_tramo,25-34 años,
556.0,0.8455146423265579,edad_tramo,35-44 años,
1107.0,0.8689247454382582,edad_tramo,25-34 años,
1132.0,0.9616766678135392,edad_tramo,25-34 años,
1501.0,1.0161758522009203,edad_tramo,55 y + años,
59.0,1.6690505525687327,edad_tramo,18-24 años,
97.0,1.3182794077137172,edad_tramo,18-24 años,
132.0,0.8689247454382582,edad_tramo,25-34 años,
196.0,0.6863097088348782,edad_tramo,25-34 años,
199.0,0.6863097088348782,edad_tramo,25-34 años,
227.0,1.217562046721443,edad_tramo,25-34 años,
364.0,1.217562046721443,edad_tramo,25-34 años,
1030.0,1.191133815660212,edad_tramo,18-24 años,
1231.0,0.8689247454382582,edad_tramo,25-34 años,
1602.0,0.6863097088348782,edad_tramo,25-34 años,
33.0,0.9408026489069816,edad_tramo,18-24 años,
34.0,0.9408026489069816,edad_tramo,18-24 años,
45.0,0.9408026489069816,edad_tramo,18-24 años,
49.0,1.191133815660212,edad_tramo,18-24 años,
78.0,1.191133815660212,edad_tramo,18-24 años,
158.0,0.8689247454382582,edad_tramo,25-34 años,
198.0,1.217562046721443,edad_tramo,25-34 años,
256.0,0.8689247454382582,edad_tramo,25-34 años,
358.0,0.9782760772000166,edad_tramo,25-34 años,
508.0,0.8689247454382582,edad_tramo,25-34 años,
532.0,0.6863097088348782,edad_tramo,25-34 años,
548.0,0.6678195218138128,edad_tramo,35-44 años,
563.0,0.6678195218138128,edad_tramo,35-44 años,
947.0,0.8634700259113033,edad_tramo,45-54 años,
952.0,0.6820013645392717,edad_tramo,45-54 años,
1028.0,1.6690505525687327,edad_tramo,18-24 años,
1427.0,0.6820013645392717,edad_tramo,45-54 años,
1526.0,1.6690505525687327,edad_tramo,18-24 años,
2007.0,0.8689247454382582,edad_tramo,25-34 años,
50.0,1.6690505525687327,edad_tramo,18-24 años,
57.0,0.9408026489069816,edad_tramo,18-24 años,
61.0,1.191133815660212,edad_tramo,18-24 años,
62.0,1.3182794077137172,edad_tramo,18-24 años,
67.0,0.9408026489069816,edad_tramo,18-24 años,
72.0,1.6690505525687327,edad_tramo,18-24 años,
77.0,1.191133815660212,edad_tramo,18-24 años,
168.0,0.6863097088348782,edad_tramo,25-34 años,
314.0,0.9616766678135392,edad_tramo,25-34 años,
549.0,1.1847591449646682,edad_tramo,35-44 años,
1035.0,1.6690505525687327,edad_tramo,18-24 años,
