idbase,ponderador,variable,value,index,raw_value
2235.0,1.1847591449646682,sexo,Hombre,2613,2
68.0,1.6690505525687327,sexo,Hombre,2613,2
74.0,1.6690505525687327,sexo,Hombre,2613,2
91.0,1.3182794077137172,sexo,Hombre,2613,2
139.0,1.217562046721443,sexo,Hombre,2613,2
262.0,1.217562046721443,sexo,Hombre,2613,2
654.0,1.1847591449646682,sexo,Hombre,2613,2
777.0,1.1847591449646682,sexo,Hombre,2613,2
805.0,0.9357676922988913,sexo,Hombre,2613,2
1136.0,1.217562046721443,sexo,Hombre,2613,2
1162.0,1.217562046721443,sexo,Hombre,2613,2
1294.0,1.1847591449646682,sexo,Hombre,2613,2
1300.0,1.1847591449646682,sexo,Hombre,2613,2
1395.0,1.2099187387061097,sexo,Hombre,2613,2
1455.0,1.2099187387061097,sexo,Hombre,2613,2
1636.0,1.217562046721443,sexo,Hombre,2613,2
1765.0,0.9357676922988913,sexo,Hombre,2613,2
1801.0,1.1847591449646682,sexo,Hombre,2613,2
1837.0,1.1847591449646682,sexo,Hombre,2613,2
1841.0,0.9519198893262194,sexo,Hombre,2613,2
1875.0,1.2099187387061097,sexo,Hombre,2613,2
1887.0,0.9556396933504712,sexo,Hombre,2613,2
1892.0,1.2099187387061097,sexo,Hombre,2613,2
1898.0,1.2099187387061097,sexo,Hombre,2613,2
1899.0,1.2099187387061097,sexo,Hombre,2613,2
2002.0,1.217562046721443,sexo,Hombre,2613,2
2021.0,1.217562046721443,sexo,Hombre,2613,2
2071.0,1.217562046721443,sexo,Hombre,2613,2
2109.0,1.1847591449646682,sexo,Hombre,2613,2
2309.0,1.1847591449646682,sexo,Hombre,2613,2
2348.0,1.2099187387061097,sexo,Hombre,2613,2
232.0,0.9616766678135391,sexo,Hombre,2613,2
288.0,1.217562046721443,sexo,Hombre,2613,2
383.0,0.9616766678135391,sexo,Hombre,2613,2
1074.0,1.217562046721443,sexo,Hombre,2613,2
1390.0,0.9357676922988913,sexo,Hombre,2613,2
1546.0,1.6690505525687327,sexo,Hombre,2613,2
1583.0,1.217562046721443,sexo,Hombre,2613,2
1664.0,1.217562046721443,sexo,Hombre,2613,2
1721.0,1.217562046721443,sexo,Hombre,2613,2
1807.0,1.1847591449646682,sexo,Hombre,2613,2
2029.0,1.217562046721443,sexo,Hombre,2613,2
2049.0,1.217562046721443,sexo,Hombre,2613,2
2231.0,1.1847591449646682,sexo,Hombre,2613,2
178.0,1.217562046721443,sexo,Hombre,2613,2
322.0,1.217562046721443,sexo,Hombre,2613,2
569.0,1.1847591449646682,sexo,Hombre,2613,2
1037.0,1.6690505525687327,sexo,Hombre,2613,2
1260.0,1.1847591449646682,sexo,Hombre,2613,2
1405.0,1.2099187387061097,sexo,Hombre,2613,2
1557.0,0.9616766678135391,sexo,Hombre,2613,2
1741.0,1.1847591449646682,sexo,Hombre,2613,2
1889.0,1.2099187387061097,sexo,Hombre,2613,2
1998.0,1.217562046721443,sexo,Hombre,2613,2
2078.0,1.1847591449646682,sexo,Hombre,2613,2
2277.0,1.217562046721443,sexo,Hombre,2613,2
430.0,0.9616766678135391,sexo,Hombre,2613,2
729.0,0.9357676922988913,sexo,Hombre,2613,2
1848.0,0.9357676922988913,sexo,Hombre,2613,2
1938.0,1.423894482151761,sexo,Hombre,2613,2
2248.0,1.1847591449646682,sexo,Hombre,2613,2
1347.0,0.9357676922988913,sexo,Hombre,2613,2
626.0,0.9519198893262194,sexo,Hombre,2613,2
1127.0,1.217562046721443,sexo,Hombre,2613,2
1164.0,1.217562046721443,sexo,Hombre,2613,2
1853.0,0.9357676922988913,sexo,Hombre,2613,2
1906.0,1.2099187387061097,sexo,Hombre,2613,2
1922.0,1.2099187387061097,sexo,Hombre,2613,2
2030.0,1.217562046721443,sexo,Hombre,2613,2
2035.0,1.217562046721443,sexo,Hombre,2613,2
2141.0,1.2099187387061097,sexo,Hombre,2613,2
2239.0,1.1847591449646682,sexo,Hombre,2613,2
2281.0,0.9616766678135391,sexo,Hombre,2613,2
1338.0,0.9357676922988913,sexo,Hombre,2613,2
1822.0,1.1847591449646682,sexo,Hombre,2613,2
1832.0,1.1847591449646682,sexo,Hombre,2613,2
1904.0,1.2099187387061097,sexo,Hombre,2613,2
1927.0,1.423894482151761,sexo,Hombre,2613,2
929.0,1.2099187387061097,sexo,Hombre,2613,2
1609.0,0.9616766678135391,sexo,Hombre,2613,2
367.0,0.9616766678135391,sexo,Hombre,2613,2
400.0,1.217562046721443,sexo,Hombre,2613,2
1555.0,1.217562046721443,sexo,Hombre,2613,2
1620.0,1.217562046721443,sexo,Hombre,2613,2
1643.0,1.217562046721443,sexo,Hombre,2613,2
209.0,1.217562046721443,sexo,Hombre,2613,2
1085.0,1.217562046721443,sexo,Hombre,2613,2
1120.0,1.217562046721443,sexo,Hombre,2613,2
1608.0,1.217562046721443,sexo,Hombre,2613,2
1632.0,1.217562046721443,sexo,Hombre,2613,2
1985.0,1.3182794077137172,sexo,Hombre,2613,2
5.0,1.217562046721443,sexo,Hombre,2613,2
27.0,1.3182794077137172,sexo,Hombre,2613,2
1041.0,1.6690505525687327,sexo,Hombre,2613,2
1092.0,1.217562046721443,sexo,Hombre,2613,2
1545.0,1.6690505525687327,sexo,Hombre,2613,2
1564.0,0.9616766678135391,sexo,Hombre,2613,2
1590.0,1.217562046721443,sexo,Hombre,2613,2
2274.0,1.217562046721443,sexo,Hombre,2613,2
1151.0,1.217562046721443,sexo,Hombre,2613,2
1248.0,1.1847591449646682,sexo,Hombre,2613,2
1512.0,1.6690505525687327,sexo,Hombre,2613,2
1525.0,1.3182794077137172,sexo,Hombre,2613,2
1963.0,1.6690505525687327,sexo,Hombre,2613,2
2171.0,1.217562046721443,sexo,Hombre,2613,2
512.0,1.217562046721443,sexo,Hombre,2613,2
550.0,0.9357676922988913,sexo,Hombre,2613,2
1956.0,0.9556396933504712,sexo,Hombre,2613,2
1750.0,0.9357676922988913,sexo,Hombre,2613,2
1774.0,1.1847591449646682,sexo,Hombre,2613,2
2300.0,1.1847591449646682,sexo,Hombre,2613,2
2203.0,1.217562046721443,sexo,Hombre,2613,2
715.0,1.1847591449646682,sexo,Hombre,2613,2
1251.0,1.1847591449646682,sexo,Hombre,2613,2
1410.0,0.9721348990956189,sexo,Hombre,2613,2
1426.0,1.2099187387061097,sexo,Hombre,2613,2
1476.0,1.423894482151761,sexo,Hombre,2613,2
1606.0,1.217562046721443,sexo,Hombre,2613,2
1881.0,1.2099187387061097,sexo,Hombre,2613,2
2020.0,1.217562046721443,sexo,Hombre,2613,2
2107.0,0.9357676922988913,sexo,Hombre,2613,2
2175.0,1.1847591449646682,sexo,Hombre,2613,2
1123.0,1.217562046721443,sexo,Hombre,2613,2
1226.0,1.217562046721443,sexo,Hombre,2613,2
1334.0,1.1847591449646682,sexo,Hombre,2613,2
1596.0,1.217562046721443,sexo,Hombre,2613,2
2032.0,1.217562046721443,sexo,Hombre,2613,2
36.0,1.6690505525687327,sexo,Hombre,2613,2
393.0,1.217562046721443,sexo,Hombre,2613,2
531.0,1.217562046721443,sexo,Hombre,2613,2
1958.0,0.9616766678135391,sexo,Hombre,2613,2
1991.0,1.217562046721443,sexo,Hombre,2613,2
2272.0,1.6690505525687327,sexo,Hombre,2613,2
1422.0,1.2099187387061097,sexo,Hombre,2613,2
1729.0,0.9357676922988913,sexo,Hombre,2613,2
1762.0,1.1847591449646682,sexo,Hombre,2613,2
1346.0,0.9357676922988913,sexo,Hombre,2613,2
1527.0,1.6690505525687327,sexo,Hombre,2613,2
2157.0,0.9556396933504712,sexo,Hombre,2613,2
2219.0,1.217562046721443,sexo,Hombre,2613,2
191.0,0.9616766678135391,sexo,Hombre,2613,2
452.0,1.217562046721443,sexo,Hombre,2613,2
1050.0,1.6690505525687327,sexo,Hombre,2613,2
1329.0,1.1847591449646682,sexo,Hombre,2613,2
1477.0,1.423894482151761,sexo,Hombre,2613,2
1786.0,1.1847591449646682,sexo,Hombre,2613,2
2024.0,1.217562046721443,sexo,Hombre,2613,2
283.0,1.217562046721443,sexo,Hombre,2613,2
285.0,1.217562046721443,sexo,Hombre,2613,2
371.0,1.217562046721443,sexo,Hombre,2613,2
1185.0,1.217562046721443,sexo,Hombre,2613,2
1282.0,1.1847591449646682,sexo,Hombre,2613,2
1312.0,1.1847591449646682,sexo,Hombre,2613,2
1362.0,1.1847591449646682,sexo,Hombre,2613,2
1432.0,0.9556396933504712,sexo,Hombre,2613,2
1372.0,0.9357676922988913,sexo,Hombre,2613,2
1791.0,1.1847591449646682,sexo,Hombre,2613,2
2324.0,1.423894482151761,sexo,Hombre,2613,2
193.0,1.217562046721443,sexo,Hombre,2613,2
793.0,0.9357676922988913,sexo,Hombre,2613,2
1460.0,1.2099187387061097,sexo,Hombre,2613,2
1553.0,0.9616766678135391,sexo,Hombre,2613,2
1122.0,1.217562046721443,sexo,Hombre,2613,2
1197.0,0.9616766678135391,sexo,Hombre,2613,2
1255.0,1.1847591449646682,sexo,Hombre,2613,2
1480.0,1.423894482151761,sexo,Hombre,2613,2
1713.0,1.217562046721443,sexo,Hombre,2613,2
1105.0,1.217562046721443,sexo,Hombre,2613,2
1320.0,1.1847591449646682,sexo,Hombre,2613,2
1328.0,0.9357676922988913,sexo,Hombre,2613,2
1749.0,1.1847591449646682,sexo,Hombre,2613,2
2031.0,0.9616766678135391,sexo,Hombre,2613,2
1703.0,1.217562046721443,sexo,Hombre,2613,2
432.0,1.217562046721443,sexo,Hombre,2613,2
1089.0,1.217562046721443,sexo,Hombre,2613,2
1196.0,1.217562046721443,sexo,Hombre,2613,2
1246.0,1.1847591449646682,sexo,Hombre,2613,2
1568.0,1.217562046721443,sexo,Hombre,2613,2
1616.0,1.217562046721443,sexo,Hombre,2613,2
1617.0,1.217562046721443,sexo,Hombre,2613,2
1990.0,1.217562046721443,sexo,Hombre,2613,2
2006.0,1.217562046721443,sexo,Hombre,2613,2
2010.0,1.217562046721443,sexo,Hombre,2613,2
2025.0,1.217562046721443,sexo,Hombre,2613,2
2145.0,1.2099187387061097,sexo,Hombre,2613,2
1233.0,1.217562046721443,sexo,Hombre,2613,2
1315.0,0.9357676922988913,sexo,Hombre,2613,2
1816.0,1.1847591449646682,sexo,Hombre,2613,2
1877.0,1.2099187387061097,sexo,Hombre,2613,2
2206.0,1.217562046721443,sexo,Hombre,2613,2
2303.0,1.1847591449646682,sexo,Hombre,2613,2
289.0,1.217562046721443,sexo,Hombre,2613,2
1002.0,1.217562046721443,sexo,Hombre,2613,2
1241.0,1.1847591449646682,sexo,Hombre,2613,2
1827.0,1.1847591449646682,sexo,Hombre,2613,2
2278.0,1.217562046721443,sexo,Hombre,2613,2
48.0,1.6690505525687327,sexo,Hombre,2613,2
83.0,1.3182794077137172,sexo,Hombre,2613,2
1072.0,1.217562046721443,sexo,Hombre,2613,2
1117.0,1.217562046721443,sexo,Hombre,2613,2
1508.0,1.6690505525687327,sexo,Hombre,2613,2
1510.0,1.3182794077137172,sexo,Hombre,2613,2
1515.0,1.6690505525687327,sexo,Hombre,2613,2
1629.0,1.217562046721443,sexo,Hombre,2613,2
1818.0,0.9357676922988913,sexo,Hombre,2613,2
1965.0,1.6690505525687327,sexo,Hombre,2613,2
1966.0,1.6690505525687327,sexo,Hombre,2613,2
1974.0,1.6690505525687327,sexo,Hombre,2613,2
1976.0,1.6690505525687327,sexo,Hombre,2613,2
2003.0,1.217562046721443,sexo,Hombre,2613,2
2097.0,1.1847591449646682,sexo,Hombre,2613,2
2293.0,1.217562046721443,sexo,Hombre,2613,2
1292.0,1.1847591449646682,sexo,Hombre,2613,2
1314.0,0.9357676922988913,sexo,Hombre,2613,2
1374.0,1.1847591449646682,sexo,Hombre,2613,2
1440.0,0.9556396933504712,sexo,Hombre,2613,2
1441.0,1.2099187387061097,sexo,Hombre,2613,2
1661.0,1.217562046721443,sexo,Hombre,2613,2
1725.0,1.1847591449646682,sexo,Hombre,2613,2
1939.0,1.423894482151761,sexo,Hombre,2613,2
2081.0,1.1847591449646682,sexo,Hombre,2613,2
2154.0,1.2099187387061097,sexo,Hombre,2613,2
997.0,1.1847591449646682,sexo,Hombre,2613,2
1284.0,1.1847591449646682,sexo,Hombre,2613,2
140.0,1.217562046721443,sexo,Hombre,2613,2
223.0,0.9616766678135391,sexo,Hombre,2613,2
898.0,1.2099187387061097,sexo,Hombre,2613,2
983.0,1.423894482151761,sexo,Hombre,2613,2
1055.0,1.6690505525687327,sexo,Hombre,2613,2
1099.0,1.217562046721443,sexo,Hombre,2613,2
1161.0,1.217562046721443,sexo,Hombre,2613,2
1262.0,1.1847591449646682,sexo,Hombre,2613,2
1448.0,0.9556396933504712,sexo,Hombre,2613,2
1688.0,1.217562046721443,sexo,Hombre,2613,2
1967.0,1.6690505525687327,sexo,Hombre,2613,2
2118.0,1.1847591449646682,sexo,Hombre,2613,2
2209.0,1.217562046721443,sexo,Hombre,2613,2
169.0,1.217562046721443,sexo,Hombre,2613,2
922.0,1.2099187387061097,sexo,Hombre,2613,2
1171.0,1.217562046721443,sexo,Hombre,2613,2
1230.0,1.217562046721443,sexo,Hombre,2613,2
1442.0,1.2099187387061097,sexo,Hombre,2613,2
1505.0,1.217562046721443,sexo,Hombre,2613,2
1769.0,1.1847591449646682,sexo,Hombre,2613,2
2075.0,1.1847591449646682,sexo,Hombre,2613,2
2096.0,1.1847591449646682,sexo,Hombre,2613,2
560.0,1.1847591449646682,sexo,Hombre,2613,2
1021.0,1.6690505525687327,sexo,Hombre,2613,2
1150.0,1.217562046721443,sexo,Hombre,2613,2
1492.0,1.423894482151761,sexo,Hombre,2613,2
1814.0,1.1847591449646682,sexo,Hombre,2613,2
2038.0,0.9616766678135391,sexo,Hombre,2613,2
8.0,1.2099187387061097,sexo,Hombre,2613,2
387.0,1.217562046721443,sexo,Hombre,2613,2
1288.0,1.1847591449646682,sexo,Hombre,2613,2
1482.0,1.423894482151761,sexo,Hombre,2613,2
2104.0,1.1847591449646682,sexo,Hombre,2613,2
339.0,1.217562046721443,sexo,Hombre,2613,2
665.0,1.1847591449646682,sexo,Hombre,2613,2
1264.0,1.1847591449646682,sexo,Hombre,2613,2
2270.0,1.1847591449646682,sexo,Hombre,2613,2
925.0,0.9556396933504712,sexo,Hombre,2613,2
1397.0,0.9556396933504712,sexo,Hombre,2613,2
42.0,1.6690505525687327,sexo,Hombre,2613,2
159.0,0.9616766678135391,sexo,Hombre,2613,2
1075.0,1.217562046721443,sexo,Hombre,2613,2
1625.0,1.217562046721443,sexo,Hombre,2613,2
1697.0,0.9616766678135391,sexo,Hombre,2613,2
1975.0,1.6690505525687327,sexo,Hombre,2613,2
2046.0,1.217562046721443,sexo,Hombre,2613,2
126.0,1.6690505525687327,sexo,Hombre,2613,2
414.0,1.217562046721443,sexo,Hombre,2613,2
1305.0,0.9357676922988913,sexo,Hombre,2613,2
1458.0,1.2099187387061097,sexo,Hombre,2613,2
1604.0,1.217562046721443,sexo,Hombre,2613,2
1805.0,1.1847591449646682,sexo,Hombre,2613,2
1854.0,1.1847591449646682,sexo,Hombre,2613,2
1970.0,1.6690505525687327,sexo,Hombre,2613,2
2040.0,1.217562046721443,sexo,Hombre,2613,2
966.0,1.423894482151761,sexo,Hombre,2613,2
1652.0,0.9616766678135391,sexo,Hombre,2613,2
1829.0,0.9357676922988913,sexo,Hombre,2613,2
698.0,0.9519198893262194,sexo,Hombre,2613,2
2009.0,1.217562046721443,sexo,Hombre,2613,2
444.0,1.217562046721443,sexo,Hombre,2613,2
1852.0,0.9357676922988913,sexo,Hombre,2613,2
207.0,1.217562046721443,sexo,Hombre,2613,2
1056.0,1.6690505525687327,sexo,Hombre,2613,2
